title,n_enrolled,course_type,institution,instructors,Level,subject,language,course_length_weeks,  price  ,Average_Course_effort_per_week
Shakespeare‚Äôs Othello: The Moor,31868,Self-paced on your time,Harvard University,Stephen Greenblatt-Bailey Sincox,Introductory,Humanities,English,4,  £49.00  ,6
Shakespeare's The Merchant of Venice: Shylock,23283,Self-paced on your time,Harvard University,Stephen Greenblatt,Introductory,Humanities,English,4,  £49.00  ,6
Shakespeare's Life and Work,48938,Self-paced on your time,Harvard University,Stephen Greenblatt,Introductory,Humanities,English,4,  £49.00  ,6
Shakespeare's Hamlet: The Ghost,38331,Self-paced on your time,Harvard University,Stephen Greenblatt,Introductory,Humanities,English,4,  £49.00  ,6
Sensor Fusion and Non-linear Filtering for Automotive Systems,9709,Instructor-led on a course schedule,Chalmers University of Technology,Lars Hammarstrand,Advanced,Engineering,English,6,  £299.00  ,15
Seguridad Vial en Am√©rica Latina y el Caribe: de la teor√≠a a la acci√≥n,20189,Self-paced on your time,Inter-American Development Bank,Dalve Soria Alves-Edgar Zamora-Marisela Ponce de Le√≥n-Ana Mar√≠a Pinto,Introductory,Engineering,English,10,  £25.00  ,2.5
Seeking Women‚Äôs Rights: Colonial Period to the Civil War,5157,Self-paced on your time,Columbia University,Alice Kessler-Harris-Nick Juravich-Columbia University Center for Teaching and Learning-New-York Historical Society,Intermediate,History,English,10,  £50.00  ,2.5
Scripting and Programming Foundations,0,Self-paced on your time,Western Governors University,Gerri Light-Ryan Whisler,Introductory,Computer Science,English,8,  £300.00  ,9.5
Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,Ivan Zamoshchanskii-Kalganova Tatiana,Intermediate,Science,English,5,  £49.00  ,3.5
Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),62673,Self-paced on your time,Harvard University,Michael Brenner-David Weitz-Pia S√∂rensen,Introductory,Physics,English,16,  £169.00  ,2.5
Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),145011,Self-paced on your time,Harvard University,Michael Brenner-David Weitz-Pia S√∂rensen,Introductory,Chemistry,English,16,  £199.00  ,2.5
Sales Enablement & Analytics,0,Self-paced on your time,Queen‚Äôs University,Michael Cant-Jim Hamilton,Introductory,Business & Management,English,6,  £149.00  ,5
SQL for Data Science,39184,Self-paced on your time,IBM,Rav Ahuja,Introductory,Data Analysis & Statistics,English,4,  £39.00  ,3
SQL aplicado en la  ciencia de datos,0,Self-paced on your time,IBM,Rav Ahuja,Introductory,Data Analysis & Statistics,English,4,  £39.00  ,3
Robotics,68199,Instructor-led on a course schedule,Columbia University,Matei Ciocarlie,Advanced,Computer Science,English,10,  £249.00  ,9
Ri√±ones: conoce sus funciones para mejorar tu salud y calidad de vida,20261,Self-paced on your time,Universidad Aut√≥noma de Madrid,Alberto Ortiz Arduan-Mar√≠a Dolores S√°nchez Ni√±o-Mar√≠a Vanessa P√©rez G√≥mez,Introductory,Medicine,English,6,  £49.00  ,4
Risk Management in Development Projects,13263,Self-paced on your time,Inter-American Development Bank,Vanessa Sayos del Castillo-Santiago Fretes-Allan Quijano,Intermediate,Business & Management,English,10,  £25.00  ,2.5
Risk Management for Projects,22269,Self-paced on your time,University of Adelaide,Frank Schultmann-Noel Lindsay-Anton Jordaan-John Sing,Introductory,Business & Management,English,5,  £199.00  ,2.5
Risk Management and Credit Principles,9028,Self-paced on your time,NYIF,Tracy Williams,Advanced,Economics & Finance,English,6,  £199.00  ,2.5
Risk & Return,21970,Self-paced on your time,Columbia University,Daniel Wolfenzon,Introductory,Business & Management,English,4,  £225.00  ,3.5
Rise to Leadership: Become a CEO,16719,Self-paced on your time,Babson College,Peter Cohan,Intermediate,Business & Management,English,4,  £199.00  ,5
Rhetoric: The Art of Persuasive Writing and Public Speaking,320225,Self-paced on your time,Harvard University,James Engell,Introductory,Humanities,English,8,  £99.00  ,2.5
Retail Fundamentals,37558,Self-paced on your time,Dartmouth College,Santiago Gallino-Antonio Moreno-Garcia,Intermediate,Business & Management,English,4,  £99.00  ,4
Results-Based Project Management: Monitoring and Evaluation,32810,Self-paced on your time,Wits University,Kieron Crawley-Candice Morkel-Takunda Chirau,Intermediate,Business & Management,English,8,  £199.00  ,3.5
Reservoir Geomechanics,5280,Self-paced on your time,Stanford University,Mark D. Zoback,Introductory,Energy & Earth Sciences,English,10,  £129.00  ,4.5
Research Methods: An Engineering Approach,20444,Self-paced on your time,Wits University,Ivan Hofsajer,Introductory,Engineering,English,8,  £169.00  ,2.5
Reputation Management in a Digital World,39672,Self-paced on your time,Curtin University,Bridget Tombleson-Katharina Wolf,Intermediate,Communication,English,6,  £99.00  ,3.5
Religious Literacy: Traditions and Scriptures,96972,Self-paced on your time,Harvard University,Diane L. Moore-Anna Mudd,Introductory,Humanities,English,4,  £99.00  ,7.5
"Religion, Conflict and Peace",74060,Self-paced on your time,Harvard University,Diane L. Moore,Introductory,Humanities,English,8,  £49.00  ,6
Reacciones Qu√≠micas y C√°lculos Estequiom√©tricos,8907,Self-paced on your time,Universitat Polit√®cnica de Valencia,Carmen G√≥mez Benito-Isabel Morera Bertomeu,Introductory,Chemistry,English,6,  £49.00  ,3.5
Radio para internet con Podcast: creaci√≥n y conceptos b√°sicos,6460,Self-paced on your time,Universitat Polit√®cnica de Valencia,Jos√© Ram√≥n D√≠az S√°enz D√≠az S√°enz-Luisa Tolosa Robledo-Carlos Hern√°ndez Franco,Introductory,Communication,English,6,  £50.00  ,3.5
Qu√© funciona en educaci√≥n: pol√≠ticas educativas basadas en evidencia,15701,Self-paced on your time,Inter-American Development Bank,Emiliana Vegas,Introductory,Education & Teacher Training,English,10,  £25.00  ,3.5
Question Everything: Scientific Thinking in Real Life,34279,Self-paced on your time,The University of Queensland,No√´l Chan-Scott Jones-Derek McDowall-Anthony Mewing,Introductory,Math,English,8,  £59.00  ,3
Quantum Mechanics: A First Course,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Barton Zwiebach-Alex Shvonski,Advanced,Physics,English,18,  £149.00  ,12.5
Quantitative Marketing Research,0,Self-paced on your time,Indian Institute of Management Bangalore,Prithwiraj Mukherjee,Introductory,Business & Management,English,5,  £50.00  ,3.5
Qualitative Research Methods: Conversational Interviewing,21972,Self-paced on your time,Massachusetts Institute of Technology,Susan Silbey-Meghan Perdue,Intermediate,Humanities,English,3,  £49.00  ,2.5
Python: aprender a programar,21613,Self-paced on your time,Universitat Polit√®cnica de Valencia,Leonardo Salom Mu√±oz,Introductory,Computer Science,English,8,  £49.00  ,3.5
Python for Data Science,266978,Self-paced on your time,"The University of California, San Diego",Ilkay Altintas-Leo Porter,Advanced,Data Analysis & Statistics,English,10,  £350.00  ,9
Python Data Structures,36369,Self-paced on your time,The University of Michigan,Charles Severance,Introductory,Computer Science,English,7,  £49.00  ,3
Python Basics for Data Science,228809,Self-paced on your time,IBM,Joseph Santarcangelo,Introductory,Data Analysis & Statistics,English,5,  £39.00  ,3.5
Pyramids of Giza: Ancient Egyptian Art and Archaeology,123870,Self-paced on your time,Harvard University,Peter Der Manuelian,Introductory,Art & Culture,English,8,  £99.00  ,3
PyTorch Basics for Machine Learning,0,Self-paced on your time,IBM,Joseph Santarcangelo,Introductory,Data Analysis & Statistics,English,5,  £39.00  ,4.5
Public Speaking,10129,Self-paced on your time,Rochester Institute of Technology,Keith B. Jenkins,Introductory,Communication,English,3,  £199.00  ,5
Public Sector Debt Statistics,0,Self-paced on your time,The International Monetary Fund,Tobias (Murto) Wickens,Intermediate,Economics & Finance,English,6,  £25.00  ,7
Public Library Marketing and Public Relations,7525,Self-paced on your time,The University of Michigan,Kristin Fontichiaro,Introductory,Humanities,English,4,  £49.00  ,2.5
Public Financial Management,23288,Self-paced on your time,The International Monetary Fund,Staff of the Fiscal Affairs Department,Intermediate,Economics & Finance,English,8,  £25.00  ,5
Proteins: Biology's Workforce,25893,Self-paced on your time,Rice University,Elizabeth Eich-Daniel J. Catanese,Intermediate,Biology & Life Sciences,English,5,  £169.00  ,5
"Proteins: Alignment, Analysis and Structure",23560,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,James Coker,Advanced,Biology & Life Sciences,English,8,  £249.00  ,9
Protecting Children in Humanitarian Settings,7246,Self-paced on your time,Columbia University,Hanna-Tina Fischer-Mark Canavera-Michael G. Wessells,Intermediate,Social Sciences,English,12,  £50.00  ,4
Project Management of Engineering Projects: Preparing for Success,42834,Instructor-led on a course schedule,Delft University of Technology,Hans L. M. Bakker-Marcel J. C. M. Hertogh-Marian G. C. Bosch-Rekveldt,Intermediate,Business & Management,English,10,  £99.00  ,5
Project Management for Development,62099,Self-paced on your time,Inter-American Development Bank,Claudia Baca-Ernesto Mondelo,Intermediate,Business & Management,English,10,  £49.00  ,3.5
Project Management Life Cycle,120019,Self-paced on your time,Rochester Institute of Technology,Leonie Fernandes,Intermediate,Business & Management,English,10,  £150.00  ,10
Programming for the Web with JavaScript,91406,Self-paced on your time,University of Pennsylvania,Chris Murphy-Swapneel Sheth,Intermediate,Computer Science,English,4,  £149.00  ,7
Programming for Everybody (Getting Started with Python),293864,Self-paced on your time,The University of Michigan,Charles Severance,Introductory,Computer Science,English,7,  £49.00  ,3
Programming for Data Science,41268,Self-paced on your time,University of Adelaide,Katrina Falkner-‚ÄãClaudia Szabo-Nick Falkner,Introductory,Computer Science,English,10,  £199.00  ,9
Programming Basics,215059,Self-paced on your time,IITBombay,Deepak B. Phatak-Supratik Chakraborty-Nagesh Karmali-Firuza Karmali (Aibara),Introductory,Computer Science,English,9,  £149.00  ,7
Programaci√≥n para todos (empezando con Python),81004,Self-paced on your time,The University of Michigan,Charles Severance,Introductory,Computer Science,English,7,  £49.00  ,3
Product Management Fundamentals,11913,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",James Green,Introductory,Business & Management,English,4,  £199.00  ,2.5
Product Design: The Delft Design Approach,87539,Self-paced on your time,Delft University of Technology,Annemiek van Boeijen-Jaap J.J. Daalhuizen,Intermediate,Business & Management,English,7,  £79.00  ,7
Producci√≥n musical y su efecto en la composici√≥n,7869,Self-paced on your time,Berklee College of Music,Enrique Gonzalez Muller,Introductory,Music,English,6,  £49.00  ,4
Probability and Statistics in Data Science using Python,106286,Self-paced on your time,"The University of California, San Diego",Alon Orlitsky-Yoav Freund,Advanced,Data Analysis & Statistics,English,10,  £350.00  ,11
Probability and Statistics I:  A Gentle Introduction to Probability,0,Self-paced on your time,The Georgia Institute of Technology,David Goldsman,Intermediate,Data Analysis & Statistics,English,3,  £199.00  ,8
Probability - The Science of Uncertainty and Data,205615,Instructor-led on a course schedule,Massachusetts Institute of Technology,John Tsitsiklis-Dimitri Bertsekas-Patrick Jaillet-Karene Chu,Advanced,Data Analysis & Statistics,English,16,  £300.00  ,12
Principles of Microeconomics: An Economist Way of Thinking,0,Self-paced on your time,The University of Queensland,Carl Sherwood,Intermediate,Economics & Finance,English,6,  £149.00  ,1.5
Principles of Biochemistry,257600,Self-paced on your time,Harvard University,Alain Viel-Rachelle Gaudet,Intermediate,Medicine,English,15,  £199.00  ,5
"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",12425,Self-paced on your time,The Hong Kong University of Science and Technology,Mansun Chan,Intermediate,Electronics,English,8,  £70.00  ,3
Principios de An√°lisis e Instrumentos Financieros,0,Self-paced on your time,Universidades An√°huac,Ricardo Cristhian Morales Pelagio-Joel √Ålvarez Bautista,Intermediate,Economics & Finance,English,5,  £49.00  ,6
"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",80082,Self-paced on your time,Harvard University,Aaron Kesselheim-Jonathan Darrow-Ameet Sarpatwari-Jerry Avorn,Introductory,Medicine,English,8,  £99.00  ,3.5
Preparing to Network in English,34337,Self-paced on your time,University of Washington,Joel Ozretich-Richard Moore,Introductory,Language,English,6,  £149.00  ,4
"PredictionX: Omens, Oracles & Prophecies",91566,Self-paced on your time,Harvard University,Alyssa Goodman,Introductory,Social Sciences,English,1,  £25.00  ,4
PredictionX: Lost Without Longitude,9114,Self-paced on your time,Harvard University,Alyssa Goodman,Introductory,History,English,1,  £49.00  ,3.5
PredictionX: John Snow and the Cholera Epidemic of 1854,17713,Self-paced on your time,Harvard University,Alyssa Goodman,Introductory,History,English,1,  £25.00  ,4
Precalculus,55576,Self-paced on your time,Arizona State University,Adrian Sannier-Sue McClure,Intermediate,Math,English,15,  £49.00  ,9.5
Pre-University Calculus,103224,Self-paced on your time,Delft University of Technology,Bart van den Dries-Roelof Koekoek-Wolter Groenevelt-Fokko van de Bult,Introductory,Math,English,8,  £50.00  ,7
Power and Responsibility: Doing Philosophy with Superheroes,8517,Self-paced on your time,The Smithsonian Institution,Christopher Robichaud,Introductory,Art & Culture,English,5,  £49.00  ,3
"Portfolio Management, Governance, & the PMO",17299,Self-paced on your time,University of Washington,Luke Panezich,Introductory,Business & Management,English,6,  £199.00  ,3.5
Pol√≠ticas efectivas de desarrollo infantil,64387,Self-paced on your time,Inter-American Development Bank,Florencia Lopez Boo,Intermediate,Social Sciences,English,10,  £25.00  ,4.5
"Plato, Socrates, and the Birth of Western Philosophy | Ë•øÊñπÂì≤Â≠¶Á≤æÁ•ûÊé¢Ê∫ê",21291,Self-paced on your time,Tsinghua University,Xiaochao Wang,Introductory,Humanities,English,16,  £49.00  ,2
Pivoting to Online Teaching: Research and Practitioner Perspectives,5289,Self-paced on your time,University of Texas at Arlington,George Siemens-Justin Dellinger-Matt Crosslin-Tanya Joosten,Introductory,Education & Teacher Training,English,6,  £139.00  ,4
"Pintura europea: Leonardo, Rembrandt, Goya",32635,Self-paced on your time,Universidad Carlos III de Madrid,Alejandro Vergara,Introductory,Humanities,English,7,  £29.00  ,2.5
Photoshop: una herramienta para presentaciones innovadoras,22969,Self-paced on your time,Pontificia Universidad Javeriana,Juan Carlos Alonso Rico,Introductory,Art & Culture,English,5,  £19.00  ,9
